Transaction ID,Customer ID,Transaction Date,Product ID,Product Category,Quantity,Unit Price,Gender,Age
T12203,C00374,2023-04-11,P004,Smartphones,1,950.00,Male,38
T12204,C00374,2023-04-12,P005,Laptops,1,1299.00,Male,39
T12205,C00374,2023-04-13,P006,Laptops,1,999.00,Male,40
T12206,C00374,2023-04-14,P007,Laptops,1,1100.00,Male,41
T12207,C00374,2023-04-15,P008,Wearables,1,249.99,Male,42
T12208,C00374,2023-04-16,P009,Wearables,1,350.00,Male,43
T12209,C00374,2023-04-17,P010,Home Automation,1,149.00,Male,44
T12210,C00374,2023-04-18,P011,Home Automation,2,75.00,Male,45
T12211,C00374,2023-04-19,P012,Home Automation,1,199.00,Male,35
T12212,C00374,2023-04-20,P013,Home Automation,1,250.00,Male,36
T12213,C00374,2023-04-21,P014,Accessories,1,19.99,Male,37
T12214,C00374,2023-04-22,P015,Accessories,2,19.99,Male,38
T12215,C00374,2023-04-23,P016,Accessories,3,9.50,Male,39
T12216,C00374,2023-04-24,P017,Accessories,1,15.00,Male,40
T12217,C00374,2023-04-25,P018,Accessories,2,25.00,Male,41
T12218,C00375,2023-04-26,P001,Smartphones,1,899.99,Female,50
T12219,C00375,2023-04-27,P002,Smartphones,1,799.00,Female,51
T12220,C00375,2023-04-28,P003,Smartphones,1,650.00,Female,52
T12221,C00375,2023-04-29,P004,Smartphones,1,950.00,Female,53
T12222,C00375,2023-04-30,P005,Laptops,1,1299.00,Female,54
T12223,C00376,2023-05-01,P006,Laptops,1,999.00,Male,65
T12224,C00376,2023-05-02,P007,Laptops,1,1100.00,Male,66
T12225,C00376,2023-05-03,P008,Wearables,1,249.99,Male,67
T12226,C00376,2023-05-04,P009,Wearables,1,350.00,Male,68
T12227,C00376,2023-05-05,P010,Home Automation,1,149.00,Male,69
T12228,C00376,2023-05-06,P011,Home Automation,2,75.00,Male,70
T12229,C00376,2023-05-07,P012,Home Automation,1,199.00,Male,71
T12230,C00376,2023-05-08,P013,Home Automation,1,250.00,Male,72
T12231,C00376,2023-05-09,P014,Accessories,1,19.99,Male,73
T12232,C00376,2023-05-10,P015,Accessories,2,19.99,Male,74
T12233,C00376,2023-05-11,P016,Accessories,3,9.50,Male,75
T12234,C00376,2023-05-12,P017,Accessories,1,15.00,Male,65
T12235,C00376,2023-05-13,P018,Accessories,2,25.00,Male,66
T12236,C00377,2023-05-14,P001,Smartphones,1,899.99,Female,18
T12237,C00377,2023-05-15,P002,Smartphones,1,799.00,Female,19
T12238,C00377,2023-05-16,P003,Smartphones,1,650.00,Female,20
T12239,C00377,2023-05-17,P004,Smartphones,1,950.00,Female,21
T12240,C00377,2023-05-18,P005,Laptops,1,1299.00,Female,22
T12241,C00377,2023-05-19,P006,Laptops,1,999.00,Female,23
T12242,C00377,2023-05-20,P007,Laptops,1,1100.00,Female,24
T12243,C00377,2023-05-21,P008,Wearables,1,249.99,Female,18
T12244,C00377,2023-05-22,P009,Wearables,1,350.00,Female,19
T12245,C00377,2023-05-23,P010,Home Automation,1,149.00,Female,20
T12246,C00377,2023-05-24,P011,Home Automation,2,75.00,Female,21
T12247,C00377,2023-05-25,P012,Home Automation,1,199.00,Female,22
T12248,C00377,2023-05-26,P013,Home Automation,1,250.00,Female,23
T12249,C00377,2023-05-27,P014,Accessories,1,19.99,Female,24
T12250,C00377,2023-05-28,P015,Accessories,2,19.99,Female,18
T12251,C00377,2023-05-29,P016,Accessories,3,9.50,Female,19
T12252,C00377,2023-05-30,P017,Accessories,1,15.00,Female,20
T12253,C00377,2023-05-31,P018,Accessories,2,25.00,Female,21
T12254,C00378,2023-06-01,P001,Smartphones,1,899.99,Male,25
T12255,C00378,2023-06-02,P002,Smartphones,1,799.00,Male,26
T12256,C00378,2023-06-03,P003,Smartphones,1,650.00,Male,27
T12257,C00378,2023-06-04,P004,Smartphones,1,950.00,Male,28
T12258,C00378,2023-06-05,P005,Laptops,1,1299.00,Male,29
T12259,C00378,2023-06-06,P006,Laptops,1,999.00,Male,30
T12260,C00378,2023-06-07,P007,Laptops,1,1100.00,Male,31
T12261,C00378,2023-06-08,P008,Wearables,1,249.99,Male,32
T12262,C00378,2023-06-09,P009,Wearables,1,350.00,Male,33
T12263,C00378,2023-06-10,P010,Home Automation,1,149.00,Male,34
T12264,C00378,2023-06-11,P011,Home Automation,2,75.00,Male,25
T12265,C00378,2023-06-12,P012,Home Automation,1,199.00,Male,26
T12266,C00378,2023-06-13,P013,Home Automation,1,250.00,Male,27
T12267,C00378,2023-06-14,P014,Accessories,1,19.99,Male,28
T12268,C00378,2023-06-15,P015,Accessories,2,19.99,Male,29
T12269,C00378,2023-06-16,P016,Accessories,3,9.50,Male,30
T12270,C00378,2023-06-17,P017,Accessories,1,15.00,Male,31
T12271,C00378,2023-06-18,P018,Accessories,2,25.00,Male,32
T12272,C00379,2023-06-19,P001,Smartphones,1,899.99,Female,35
T12273,C00379,2023-06-20,P002,Smartphones,1,799.00,Female,36
T12274,C00379,2023-06-21,P003,Smartphones,1,650.00,Female,37
T12275,C00379,2023-06-22,P004,Smartphones,1,950.00,Female,38
T12276,C00379,2023-06-23,P005,Laptops,1,1299.00,Female,39
T12277,C00379,2023-06-24,P006,Laptops,1,999.00,Female,40
T12278,C00379,2023-06-25,P007,Laptops,1,1100.00,Female,41
T12279,C00379,2023-06-26,P008,Wearables,1,249.99,Female,42
T12280,C00379,2023-06-27,P009,Wearables,1,350.00,Female,43
T12281,C00379,2023-06-28,P010,Home Automation,1,149.00,Female,44
T12282,C00379,2023-06-29,P011,Home Automation,2,75.00,Female,45
T12283,C00379,2023-06-30,P012,Home Automation,1,199.00,Female,35
T12284,C00380,2023-07-01,P013,Home Automation,1,250.00,Male,50
T12285,C00380,2023-07-02,P014,Accessories,1,19.99,Male,51
T12286,C00380,2023-07-03,P015,Accessories,2,19.99,Male,52
T12287,C00380,2023-07-04,P016,Accessories,3,9.50,Male,53
T12288,C00380,2023-07-05,P017,Accessories,1,15.00,Male,54
T12289,C00380,2023-07-06,P018,Accessories,2,25.00,Male,55
T12290,C00380,2023-07-07,P001,Smartphones,1,899.99,Male,50
T12291,C00380,2023-07-08,P002,Smartphones,1,799.00,Male,51
T12292,C00380,2023-07-09,P003,Smartphones,1,650.00,Male,52
T12293,C00380,2023-07-10,P004,Smartphones,1,950.00,Male,53
T12294,C00380,2023-07-11,P005,Laptops,1,1299.00,Male,54
T12295,C00380,2023-07-12,P006,Laptops,1,999.00,Male,55
T12296,C00380,2023-07-13,P007,Laptops,1,1100.00,Male,50
T12297,C00380,2023-07-14,P008,Wearables,1,249.99,Male,51
T12298,C00380,2023-07-15,P009,Wearables,1,350.00,Male,52
T12299,C00380,2023-07-16,P010,Home Automation,1,149.00,Male,53
T12300,C00380,2023-07-17,P011,Home Automation,2,75.00,Male,54
T12301,C00380,2023-07-18,P012,Home Automation,1,199.00,Male,55
T12302,C00380,2023-07-19,P013,Home Automation,1,250.00,Male,50
T12303,C00380,2023-07-20,P014,Accessories,1,19.99,Male,51
